[2025-05-15 12:04:48] IP: 127.0.0.1 | POST /Workflow-Manager/public/index.php/api/workflow/create | User: 345412
        "designation": "PA",
        "fla": "201025",
        "role": "pi"
    }
}
Processed Input: {
    "workflow_id": "Wf_466",
    "user": {
        "employee_id": "101776",
        "employee_email": "harswagh@cdac.in",
        "sla": "101035",
        "employee_name": "Harshvardhan Wagh",
        "designation": "PA",
        "fla": "201025",
        "role": "pi"
    }
}
====================================================================================================

====================================================================================================
[2025-05-27 16:00:08] API REQUEST
IP: 127.0.0.1
Method: POST
URI: /Workflow-Manager/public/index.php/api/workflow/create
User ID: 345412
Headers: {
    "Content-Type": "application\/json",
    "Authorization": "Bearer workflow_engine_ssdg",
    "User-Agent": "PostmanRuntime\/7.44.0",
    "Accept": "*\/*",
    "Cache-Control": "no-cache",
    "Postman-Token": "3b2d2be5-25b9-4f75-ae55-410993c341de",
    "Host": "localhost",
    "Accept-Encoding": "gzip, deflate, br",
    "Connection": "keep-alive",
    "Content-Length": "3469"
}
Content-Type: application/json
Raw Request Body: 
{  
    "user": {
    "employee_id": "345412",
    "employee_email": "harswagh@cdac.in",
    "sla": "101012",
    "employee_name": "Harshvardhan Wagh",
    "designation": "PA",
    "fla": "101011",
    "role": "employee"
    },
    "parentWorkflowId":"Wf_466",
    "workflowName": "Indent",
    "workflowDescription": " For Indent",
    "workflow_steps": [
        {
        "position": "1",
        "step_user_role": "employee",
        "stepDescription": "",
        "actions": ["submit", "cancel"],
        "requires_user_id": "true",
        "is_user_id_dynamic": "false",
        "targetStepPosition": "",
        "resumeStepPosition": "",
        "nextStepPosition":"2",
        "prevStepPosition":""
        },
        {
        "position": "2",
        "step_user_role": "fla",
        "stepDescription": "",
        "actions": ["approve", "reject", "revoke"],
        "requires_user_id": "true",
        "is_user_id_dynamic": "false",
        "targetStepPosition": "1",
        "resumeStepPosition": "2",
        "nextStepPosition":"3",
        "prevStepPosition":"1"
        },
        {
        "position": "3",
        "step_user_role": "mmg",
        "stepDescription": "",
        "actions": ["approve", "reject", "revoke"],
        "requires_user_id": "false",
        "is_user_id_dynamic": "false",
        "targetStepPosition": "1",
        "resumeStepPosition": "3",
        "nextStepPosition":"4",
        "prevStepPosition":"2"
        },
         {
        "position": "4",
        "step_user_role": "employee",
        "stepDescription": "",
        "actions": ["approve", "reject", "revoke"],
        "requires_user_id": "true",
        "is_user_id_dynamic": "false",
        "targetStepPosition": "1",
        "resumeStepPosition": "4",
        "nextStepPosition":"5",
        "prevStepPosition":"3"
        },
         {
        "position": "5",
        "step_user_role": "group_head",
        "stepDescription": "",
        "actions": ["approve", "reject", "revoke"],
        "requires_user_id": "true",
        "is_user_id_dynamic": "false",
        "targetStepPosition": "1",
        "resumeStepPosition": "5",
        "nextStepPosition":"6",
        "prevStepPosition":"4"
        },
         {
        "position": "6",
        "step_user_role": "finance_admin",
        "stepDescription": "",
        "actions": ["approve", "reject", "revoke"],
        "requires_user_id": "false",
        "is_user_id_dynamic": "false",
        "targetStepPosition": "1",
        "resumeStepPosition": "6",
        "nextStepPosition":"7",
        "prevStepPosition":"5"
        },
         {
        "position": "7",
        "step_user_role": "employee",
        "stepDescription": "",
        "actions": ["approve", "reject", "revoke"],
        "requires_user_id": "false",
        "is_user_id_dynamic": "true",
        "targetStepPosition": "1",
        "resumeStepPosition": "7",
        "nextStepPosition":"8",
        "prevStepPosition":"6"
        },
         {
        "position": "8",
        "step_user_role": "employee",
        "stepDescription": "",
        "actions": ["approve", "reject", "revoke"],
        "requires_user_id": "false",
        "is_user_id_dynamic": "true",
        "targetStepPosition": "1",
        "resumeStepPosition": "8",
        "nextStepPosition":"",
        "prevStepPosition":"7"
        }

    ]
}

Processed Input: {
    "user": {
        "employee_id": "345412",
        "employee_email": "harswagh@cdac.in",
        "sla": "101012",
        "employee_name": "Harshvardhan Wagh",
        "designation": "PA",
        "fla": "101011",
        "role": "employee"
    },
    "parentWorkflowId": "Wf_466",
    "workflowName": "Indent",
    "workflowDescription": " For Indent",
    "workflow_steps": [
        {
            "position": "1",
            "step_user_role": "employee",
            "stepDescription": "",
            "actions": [
                "submit",
                "cancel"
            ],
            "requires_user_id": "true",
            "is_user_id_dynamic": "false",
            "targetStepPosition": "",
            "resumeStepPosition": "",
            "nextStepPosition": "2",
            "prevStepPosition": ""
        },
        {
            "position": "2",
            "step_user_role": "fla",
            "stepDescription": "",
            "actions": [
                "approve",
                "reject",
                "revoke"
            ],
            "requires_user_id": "true",
            "is_user_id_dynamic": "false",
            "targetStepPosition": "1",
            "resumeStepPosition": "2",
            "nextStepPosition": "3",
            "prevStepPosition": "1"
        },
        {
            "position": "3",
            "step_user_role": "mmg",
            "stepDescription": "",
            "actions": [
                "approve",
                "reject",
                "revoke"
            ],
            "requires_user_id": "false",
            "is_user_id_dynamic": "false",
            "targetStepPosition": "1",
            "resumeStepPosition": "3",
            "nextStepPosition": "4",
            "prevStepPosition": "2"
        },
        {
            "position": "4",
            "step_user_role": "employee",
            "stepDescription": "",
            "actions": [
                "approve",
                "reject",
                "revoke"
            ],
            "requires_user_id": "true",
            "is_user_id_dynamic": "false",
            "targetStepPosition": "1",
            "resumeStepPosition": "4",
            "nextStepPosition": "5",
            "prevStepPosition": "3"
        },
        {
            "position": "5",
            "step_user_role": "group_head",
            "stepDescription": "",
            "actions": [
                "approve",
                "reject",
                "revoke"
            ],
            "requires_user_id": "true",
            "is_user_id_dynamic": "false",
            "targetStepPosition": "1",
            "resumeStepPosition": "5",
            "nextStepPosition": "6",
            "prevStepPosition": "4"
        },
        {
            "position": "6",
            "step_user_role": "finance_admin",
            "stepDescription": "",
            "actions": [
                "approve",
                "reject",
                "revoke"
            ],
            "requires_user_id": "false",
            "is_user_id_dynamic": "false",
            "targetStepPosition": "1",
            "resumeStepPosition": "6",
            "nextStepPosition": "7",
            "prevStepPosition": "5"
        },
        {
            "position": "7",
            "step_user_role": "employee",
            "stepDescription": "",
            "actions": [
                "approve",
                "reject",
                "revoke"
            ],
            "requires_user_id": "false",
            "is_user_id_dynamic": "true",
            "targetStepPosition": "1",
            "resumeStepPosition": "7",
            "nextStepPosition": "8",
            "prevStepPosition": "6"
        },
        {
            "position": "8",
            "step_user_role": "employee",
            "stepDescription": "",
            "actions": [
                "approve",
                "reject",
                "revoke"
            ],
            "requires_user_id": "false",
            "is_user_id_dynamic": "true",
            "targetStepPosition": "1",
            "resumeStepPosition": "8",
            "nextStepPosition": "",
            "prevStepPosition": "7"
        }
    ]
}
====================================================================================================

====================================================================================================
[2025-05-27 16:40:07] API REQUEST
IP: 127.0.0.1
Method: POST
URI: /Workflow-Manager/public/index.php/api/workflow-instance/create
User ID: 345412
Headers: {
    "Content-Type": "application\/json",
    "Authorization": "Bearer workflow_engine_ssdg",
    "User-Agent": "PostmanRuntime\/7.44.0",
    "Accept": "*\/*",
    "Cache-Control": "no-cache",
    "Postman-Token": "15d49b96-7a80-4cc2-ac33-118f4c38d242",
    "Host": "localhost",
    "Accept-Encoding": "gzip, deflate, br",
    "Connection": "keep-alive",
    "Content-Length": "381"
}
Content-Type: application/json
Raw Request Body: {
    "sla": "345413",
    "fla": "345414",
    "group_head": "345315",
    "HR": "40014",
    "pi":"345413",
    "workflow_id": "Wf_466",
    "user": {
    "employee_id": "345412",
    "employee_email": "harswagh@cdac.in",
    "sla": "101035",
    "employee_name": "Harshvardhan Wagh",
    "designation": "PA",
    "fla": "201025",
    "role": "employee"
    }

}
Processed Input: {
    "sla": "345413",
    "fla": "345414",
    "group_head": "345315",
    "HR": "40014",
    "pi": "345413",
    "workflow_id": "Wf_466",
    "user": {
        "employee_id": "345412",
        "employee_email": "harswagh@cdac.in",
        "sla": "101035",
        "employee_name": "Harshvardhan Wagh",
        "designation": "PA",
        "fla": "201025",
        "role": "employee"
    }
}
====================================================================================================

====================================================================================================
[2025-05-29 14:42:55] API REQUEST
IP: 127.0.0.1
Method: POST
URI: /Workflow-Manager/public/index.php/api/workflow-instance/create
User ID: 345412
Headers: {
    "Content-Type": "application\/json",
    "Authorization": "Bearer workflow_engine_ssdg",
    "User-Agent": "PostmanRuntime\/7.44.0",
    "Accept": "*\/*",
    "Cache-Control": "no-cache",
    "Postman-Token": "7b582946-efa5-4699-8863-ed852a55220e",
    "Host": "localhost",
    "Accept-Encoding": "gzip, deflate, br",
    "Connection": "keep-alive",
    "Content-Length": "381"
}
Content-Type: application/json
Raw Request Body: {
    "sla": "345413",
    "fla": "345414",
    "group_head": "345315",
    "HR": "40014",
    "pi":"345413",
    "workflow_id": "Wf_466",
    "user": {
    "employee_id": "345412",
    "employee_email": "harswagh@cdac.in",
    "sla": "101035",
    "employee_name": "Harshvardhan Wagh",
    "designation": "PA",
    "fla": "201025",
    "role": "employee"
    }

}
Processed Input: {
    "sla": "345413",
    "fla": "345414",
    "group_head": "345315",
    "HR": "40014",
    "pi": "345413",
    "workflow_id": "Wf_466",
    "user": {
        "employee_id": "345412",
        "employee_email": "harswagh@cdac.in",
        "sla": "101035",
        "employee_name": "Harshvardhan Wagh",
        "designation": "PA",
        "fla": "201025",
        "role": "employee"
    }
}
====================================================================================================

====================================================================================================
[2025-05-29 14:43:14] API REQUEST
IP: 127.0.0.1
Method: POST
URI: /Workflow-Manager/public/index.php/api/workflow-instance/action
User ID: 345314
Headers: {
    "Content-Type": "application\/json",
    "Authorization": "Bearer workflow_engine_ssdg",
    "User-Agent": "PostmanRuntime\/7.44.0",
    "Accept": "*\/*",
    "Cache-Control": "no-cache",
    "Postman-Token": "aabd8432-4303-493e-ba80-b622dde4f960",
    "Host": "localhost",
    "Accept-Encoding": "gzip, deflate, br",
    "Connection": "keep-alive",
    "Content-Length": "447"
}
Content-Type: application/json
Raw Request Body: {
    "workflow_instance_id": "Wfi_267",

    "nextStepEmployeeId": [
    { "user_id": "345415", "role": "Employee" },
    { "user_id": "345416", "role": "Employee" }
],
    "action":"approve",
    "user": {
        "employee_id": "345314",
        "employee_email": "fla@cdac.in",
        "sla": "101035",
        "employee_name": "fla",
        "designation": "PA",
        "fla": "201025",
        "role": "group_head"
     }
}
Processed Input: {
    "workflow_instance_id": "Wfi_267",
    "nextStepEmployeeId": [
        {
            "user_id": "345415",
            "role": "Employee"
        },
        {
            "user_id": "345416",
            "role": "Employee"
        }
    ],
    "action": "approve",
    "user": {
        "employee_id": "345314",
        "employee_email": "fla@cdac.in",
        "sla": "101035",
        "employee_name": "fla",
        "designation": "PA",
        "fla": "201025",
        "role": "group_head"
    }
}
====================================================================================================

====================================================================================================
[2025-05-29 14:45:01] API REQUEST
IP: 127.0.0.1
Method: POST
URI: /Workflow-Manager/public/index.php/api/workflow-instance/action
User ID: 345314
Headers: {
    "Content-Type": "application\/json",
    "Authorization": "Bearer workflow_engine_ssdg",
    "User-Agent": "PostmanRuntime\/7.44.0",
    "Accept": "*\/*",
    "Cache-Control": "no-cache",
    "Postman-Token": "74f9d0b0-2df0-454a-b962-16935741c003",
    "Host": "localhost",
    "Accept-Encoding": "gzip, deflate, br",
    "Connection": "keep-alive",
    "Content-Length": "447"
}
Content-Type: application/json
Raw Request Body: {
    "workflow_instance_id": "Wfi_267",

    "nextStepEmployeeId": [
    { "user_id": "345415", "role": "Employee" },
    { "user_id": "345416", "role": "Employee" }
],
    "action":"approve",
    "user": {
        "employee_id": "345314",
        "employee_email": "fla@cdac.in",
        "sla": "101035",
        "employee_name": "fla",
        "designation": "PA",
        "fla": "201025",
        "role": "group_head"
     }
}
Processed Input: {
    "workflow_instance_id": "Wfi_267",
    "nextStepEmployeeId": [
        {
            "user_id": "345415",
            "role": "Employee"
        },
        {
            "user_id": "345416",
            "role": "Employee"
        }
    ],
    "action": "approve",
    "user": {
        "employee_id": "345314",
        "employee_email": "fla@cdac.in",
        "sla": "101035",
        "employee_name": "fla",
        "designation": "PA",
        "fla": "201025",
        "role": "group_head"
    }
}
====================================================================================================

====================================================================================================
[2025-05-29 14:45:03] API REQUEST
IP: 127.0.0.1
Method: POST
URI: /Workflow-Manager/public/index.php/api/workflow-instance/action
User ID: 345314
Headers: {
    "Content-Type": "application\/json",
    "Authorization": "Bearer workflow_engine_ssdg",
    "User-Agent": "PostmanRuntime\/7.44.0",
    "Accept": "*\/*",
    "Cache-Control": "no-cache",
    "Postman-Token": "de85972d-5b8e-4356-b1ec-c8973d605686",
    "Host": "localhost",
    "Accept-Encoding": "gzip, deflate, br",
    "Connection": "keep-alive",
    "Content-Length": "447"
}
Content-Type: application/json
Raw Request Body: {
    "workflow_instance_id": "Wfi_267",

    "nextStepEmployeeId": [
    { "user_id": "345415", "role": "Employee" },
    { "user_id": "345416", "role": "Employee" }
],
    "action":"approve",
    "user": {
        "employee_id": "345314",
        "employee_email": "fla@cdac.in",
        "sla": "101035",
        "employee_name": "fla",
        "designation": "PA",
        "fla": "201025",
        "role": "group_head"
     }
}
Processed Input: {
    "workflow_instance_id": "Wfi_267",
    "nextStepEmployeeId": [
        {
            "user_id": "345415",
            "role": "Employee"
        },
        {
            "user_id": "345416",
            "role": "Employee"
        }
    ],
    "action": "approve",
    "user": {
        "employee_id": "345314",
        "employee_email": "fla@cdac.in",
        "sla": "101035",
        "employee_name": "fla",
        "designation": "PA",
        "fla": "201025",
        "role": "group_head"
    }
}
====================================================================================================

====================================================================================================
[2025-05-29 14:45:04] API REQUEST
IP: 127.0.0.1
Method: POST
URI: /Workflow-Manager/public/index.php/api/workflow-instance/action
User ID: 345314
Headers: {
    "Content-Type": "application\/json",
    "Authorization": "Bearer workflow_engine_ssdg",
    "User-Agent": "PostmanRuntime\/7.44.0",
    "Accept": "*\/*",
    "Cache-Control": "no-cache",
    "Postman-Token": "f03bf95a-3d7b-4d5b-b22f-41b133e7ed8b",
    "Host": "localhost",
    "Accept-Encoding": "gzip, deflate, br",
    "Connection": "keep-alive",
    "Content-Length": "447"
}
Content-Type: application/json
Raw Request Body: {
    "workflow_instance_id": "Wfi_267",

    "nextStepEmployeeId": [
    { "user_id": "345415", "role": "Employee" },
    { "user_id": "345416", "role": "Employee" }
],
    "action":"approve",
    "user": {
        "employee_id": "345314",
        "employee_email": "fla@cdac.in",
        "sla": "101035",
        "employee_name": "fla",
        "designation": "PA",
        "fla": "201025",
        "role": "group_head"
     }
}
Processed Input: {
    "workflow_instance_id": "Wfi_267",
    "nextStepEmployeeId": [
        {
            "user_id": "345415",
            "role": "Employee"
        },
        {
            "user_id": "345416",
            "role": "Employee"
        }
    ],
    "action": "approve",
    "user": {
        "employee_id": "345314",
        "employee_email": "fla@cdac.in",
        "sla": "101035",
        "employee_name": "fla",
        "designation": "PA",
        "fla": "201025",
        "role": "group_head"
    }
}
====================================================================================================

====================================================================================================
[2025-05-29 14:45:05] API REQUEST
IP: 127.0.0.1
Method: POST
URI: /Workflow-Manager/public/index.php/api/workflow-instance/action
User ID: 345314
Headers: {
    "Content-Type": "application\/json",
    "Authorization": "Bearer workflow_engine_ssdg",
    "User-Agent": "PostmanRuntime\/7.44.0",
    "Accept": "*\/*",
    "Cache-Control": "no-cache",
    "Postman-Token": "4a4f2269-e455-45bb-98d6-795bfcde5bee",
    "Host": "localhost",
    "Accept-Encoding": "gzip, deflate, br",
    "Connection": "keep-alive",
    "Content-Length": "447"
}
Content-Type: application/json
Raw Request Body: {
    "workflow_instance_id": "Wfi_267",

    "nextStepEmployeeId": [
    { "user_id": "345415", "role": "Employee" },
    { "user_id": "345416", "role": "Employee" }
],
    "action":"approve",
    "user": {
        "employee_id": "345314",
        "employee_email": "fla@cdac.in",
        "sla": "101035",
        "employee_name": "fla",
        "designation": "PA",
        "fla": "201025",
        "role": "group_head"
     }
}
Processed Input: {
    "workflow_instance_id": "Wfi_267",
    "nextStepEmployeeId": [
        {
            "user_id": "345415",
            "role": "Employee"
        },
        {
            "user_id": "345416",
            "role": "Employee"
        }
    ],
    "action": "approve",
    "user": {
        "employee_id": "345314",
        "employee_email": "fla@cdac.in",
        "sla": "101035",
        "employee_name": "fla",
        "designation": "PA",
        "fla": "201025",
        "role": "group_head"
    }
}
====================================================================================================

====================================================================================================
[2025-05-29 14:45:06] API REQUEST
IP: 127.0.0.1
Method: POST
URI: /Workflow-Manager/public/index.php/api/workflow-instance/action
User ID: 345314
Headers: {
    "Content-Type": "application\/json",
    "Authorization": "Bearer workflow_engine_ssdg",
    "User-Agent": "PostmanRuntime\/7.44.0",
    "Accept": "*\/*",
    "Cache-Control": "no-cache",
    "Postman-Token": "09b86af5-2d0a-416f-bf72-95ccb8dd1115",
    "Host": "localhost",
    "Accept-Encoding": "gzip, deflate, br",
    "Connection": "keep-alive",
    "Content-Length": "447"
}
Content-Type: application/json
Raw Request Body: {
    "workflow_instance_id": "Wfi_267",

    "nextStepEmployeeId": [
    { "user_id": "345415", "role": "Employee" },
    { "user_id": "345416", "role": "Employee" }
],
    "action":"approve",
    "user": {
        "employee_id": "345314",
        "employee_email": "fla@cdac.in",
        "sla": "101035",
        "employee_name": "fla",
        "designation": "PA",
        "fla": "201025",
        "role": "group_head"
     }
}
Processed Input: {
    "workflow_instance_id": "Wfi_267",
    "nextStepEmployeeId": [
        {
            "user_id": "345415",
            "role": "Employee"
        },
        {
            "user_id": "345416",
            "role": "Employee"
        }
    ],
    "action": "approve",
    "user": {
        "employee_id": "345314",
        "employee_email": "fla@cdac.in",
        "sla": "101035",
        "employee_name": "fla",
        "designation": "PA",
        "fla": "201025",
        "role": "group_head"
    }
}
====================================================================================================

====================================================================================================
[2025-05-29 14:45:07] API REQUEST
IP: 127.0.0.1
Method: POST
URI: /Workflow-Manager/public/index.php/api/workflow-instance/action
User ID: 345314
Headers: {
    "Content-Type": "application\/json",
    "Authorization": "Bearer workflow_engine_ssdg",
    "User-Agent": "PostmanRuntime\/7.44.0",
    "Accept": "*\/*",
    "Cache-Control": "no-cache",
    "Postman-Token": "11401393-ab94-4b24-8b8d-a47ea3edd07c",
    "Host": "localhost",
    "Accept-Encoding": "gzip, deflate, br",
    "Connection": "keep-alive",
    "Content-Length": "447"
}
Content-Type: application/json
Raw Request Body: {
    "workflow_instance_id": "Wfi_267",

    "nextStepEmployeeId": [
    { "user_id": "345415", "role": "Employee" },
    { "user_id": "345416", "role": "Employee" }
],
    "action":"approve",
    "user": {
        "employee_id": "345314",
        "employee_email": "fla@cdac.in",
        "sla": "101035",
        "employee_name": "fla",
        "designation": "PA",
        "fla": "201025",
        "role": "group_head"
     }
}
Processed Input: {
    "workflow_instance_id": "Wfi_267",
    "nextStepEmployeeId": [
        {
            "user_id": "345415",
            "role": "Employee"
        },
        {
            "user_id": "345416",
            "role": "Employee"
        }
    ],
    "action": "approve",
    "user": {
        "employee_id": "345314",
        "employee_email": "fla@cdac.in",
        "sla": "101035",
        "employee_name": "fla",
        "designation": "PA",
        "fla": "201025",
        "role": "group_head"
    }
}
====================================================================================================

====================================================================================================
[2025-05-29 14:45:09] API REQUEST
IP: 127.0.0.1
Method: POST
URI: /Workflow-Manager/public/index.php/api/workflow-instance/action
User ID: 345314
Headers: {
    "Content-Type": "application\/json",
    "Authorization": "Bearer workflow_engine_ssdg",
    "User-Agent": "PostmanRuntime\/7.44.0",
    "Accept": "*\/*",
    "Cache-Control": "no-cache",
    "Postman-Token": "e54eadf9-e402-4fb9-b00a-5bfb15f75105",
    "Host": "localhost",
    "Accept-Encoding": "gzip, deflate, br",
    "Connection": "keep-alive",
    "Content-Length": "447"
}
Content-Type: application/json
Raw Request Body: {
    "workflow_instance_id": "Wfi_267",

    "nextStepEmployeeId": [
    { "user_id": "345415", "role": "Employee" },
    { "user_id": "345416", "role": "Employee" }
],
    "action":"approve",
    "user": {
        "employee_id": "345314",
        "employee_email": "fla@cdac.in",
        "sla": "101035",
        "employee_name": "fla",
        "designation": "PA",
        "fla": "201025",
        "role": "group_head"
     }
}
Processed Input: {
    "workflow_instance_id": "Wfi_267",
    "nextStepEmployeeId": [
        {
            "user_id": "345415",
            "role": "Employee"
        },
        {
            "user_id": "345416",
            "role": "Employee"
        }
    ],
    "action": "approve",
    "user": {
        "employee_id": "345314",
        "employee_email": "fla@cdac.in",
        "sla": "101035",
        "employee_name": "fla",
        "designation": "PA",
        "fla": "201025",
        "role": "group_head"
    }
}
====================================================================================================

====================================================================================================
[2025-05-30 11:56:33] API REQUEST
IP: 127.0.0.1
Method: POST
URI: /Workflow-Manager/public/index.php/api/workflow/create
User ID: 345412
Headers: {
    "Content-Type": "application\/json",
    "Authorization": "Bearer workflow_engine_ssdg",
    "User-Agent": "PostmanRuntime\/7.44.0",
    "Accept": "*\/*",
    "Cache-Control": "no-cache",
    "Postman-Token": "8cf3e50e-8039-4afd-8ca7-f19b2aa6f60e",
    "Host": "localhost",
    "Accept-Encoding": "gzip, deflate, br",
    "Connection": "keep-alive",
    "Content-Length": "3469"
}
Content-Type: application/json
Raw Request Body: 
{  
    "user": {
    "employee_id": "345412",
    "employee_email": "harswagh@cdac.in",
    "sla": "101012",
    "employee_name": "Harshvardhan Wagh",
    "designation": "PA",
    "fla": "101011",
    "role": "employee"
    },
    "parentWorkflowId":"Wf_466",
    "workflowName": "Indent",
    "workflowDescription": " For Indent",
    "workflow_steps": [
        {
        "position": "1",
        "step_user_role": "employee",
        "stepDescription": "",
        "actions": ["submit", "cancel"],
        "requires_user_id": "true",
        "is_user_id_dynamic": "false",
        "targetStepPosition": "",
        "resumeStepPosition": "",
        "nextStepPosition":"2",
        "prevStepPosition":""
        },
        {
        "position": "2",
        "step_user_role": "fla",
        "stepDescription": "",
        "actions": ["approve", "reject", "revoke"],
        "requires_user_id": "true",
        "is_user_id_dynamic": "false",
        "targetStepPosition": "1",
        "resumeStepPosition": "2",
        "nextStepPosition":"3",
        "prevStepPosition":"1"
        },
        {
        "position": "3",
        "step_user_role": "mmg",
        "stepDescription": "",
        "actions": ["approve", "reject", "revoke"],
        "requires_user_id": "false",
        "is_user_id_dynamic": "false",
        "targetStepPosition": "1",
        "resumeStepPosition": "3",
        "nextStepPosition":"4",
        "prevStepPosition":"2"
        },
         {
        "position": "4",
        "step_user_role": "employee",
        "stepDescription": "",
        "actions": ["approve", "reject", "revoke"],
        "requires_user_id": "true",
        "is_user_id_dynamic": "false",
        "targetStepPosition": "1",
        "resumeStepPosition": "4",
        "nextStepPosition":"5",
        "prevStepPosition":"3"
        },
         {
        "position": "5",
        "step_user_role": "group_head",
        "stepDescription": "",
        "actions": ["approve", "reject", "revoke"],
        "requires_user_id": "true",
        "is_user_id_dynamic": "false",
        "targetStepPosition": "1",
        "resumeStepPosition": "5",
        "nextStepPosition":"6",
        "prevStepPosition":"4"
        },
         {
        "position": "6",
        "step_user_role": "finance_admin",
        "stepDescription": "",
        "actions": ["approve", "reject", "revoke"],
        "requires_user_id": "false",
        "is_user_id_dynamic": "false",
        "targetStepPosition": "1",
        "resumeStepPosition": "6",
        "nextStepPosition":"7",
        "prevStepPosition":"5"
        },
         {
        "position": "7",
        "step_user_role": "employee",
        "stepDescription": "",
        "actions": ["approve", "reject", "revoke"],
        "requires_user_id": "false",
        "is_user_id_dynamic": "true",
        "targetStepPosition": "1",
        "resumeStepPosition": "7",
        "nextStepPosition":"8",
        "prevStepPosition":"6"
        },
         {
        "position": "8",
        "step_user_role": "employee",
        "stepDescription": "",
        "actions": ["approve", "reject", "revoke"],
        "requires_user_id": "false",
        "is_user_id_dynamic": "true",
        "targetStepPosition": "1",
        "resumeStepPosition": "8",
        "nextStepPosition":"",
        "prevStepPosition":"7"
        }

    ]
}

Processed Input: {
    "user": {
        "employee_id": "345412",
        "employee_email": "harswagh@cdac.in",
        "sla": "101012",
        "employee_name": "Harshvardhan Wagh",
        "designation": "PA",
        "fla": "101011",
        "role": "employee"
    },
    "parentWorkflowId": "Wf_466",
    "workflowName": "Indent",
    "workflowDescription": " For Indent",
    "workflow_steps": [
        {
            "position": "1",
            "step_user_role": "employee",
            "stepDescription": "",
            "actions": [
                "submit",
                "cancel"
            ],
            "requires_user_id": "true",
            "is_user_id_dynamic": "false",
            "targetStepPosition": "",
            "resumeStepPosition": "",
            "nextStepPosition": "2",
            "prevStepPosition": ""
        },
        {
            "position": "2",
            "step_user_role": "fla",
            "stepDescription": "",
            "actions": [
                "approve",
                "reject",
                "revoke"
            ],
            "requires_user_id": "true",
            "is_user_id_dynamic": "false",
            "targetStepPosition": "1",
            "resumeStepPosition": "2",
            "nextStepPosition": "3",
            "prevStepPosition": "1"
        },
        {
            "position": "3",
            "step_user_role": "mmg",
            "stepDescription": "",
            "actions": [
                "approve",
                "reject",
                "revoke"
            ],
            "requires_user_id": "false",
            "is_user_id_dynamic": "false",
            "targetStepPosition": "1",
            "resumeStepPosition": "3",
            "nextStepPosition": "4",
            "prevStepPosition": "2"
        },
        {
            "position": "4",
            "step_user_role": "employee",
            "stepDescription": "",
            "actions": [
                "approve",
                "reject",
                "revoke"
            ],
            "requires_user_id": "true",
            "is_user_id_dynamic": "false",
            "targetStepPosition": "1",
            "resumeStepPosition": "4",
            "nextStepPosition": "5",
            "prevStepPosition": "3"
        },
        {
            "position": "5",
            "step_user_role": "group_head",
            "stepDescription": "",
            "actions": [
                "approve",
                "reject",
                "revoke"
            ],
            "requires_user_id": "true",
            "is_user_id_dynamic": "false",
            "targetStepPosition": "1",
            "resumeStepPosition": "5",
            "nextStepPosition": "6",
            "prevStepPosition": "4"
        },
        {
            "position": "6",
            "step_user_role": "finance_admin",
            "stepDescription": "",
            "actions": [
                "approve",
                "reject",
                "revoke"
            ],
            "requires_user_id": "false",
            "is_user_id_dynamic": "false",
            "targetStepPosition": "1",
            "resumeStepPosition": "6",
            "nextStepPosition": "7",
            "prevStepPosition": "5"
        },
        {
            "position": "7",
            "step_user_role": "employee",
            "stepDescription": "",
            "actions": [
                "approve",
                "reject",
                "revoke"
            ],
            "requires_user_id": "false",
            "is_user_id_dynamic": "true",
            "targetStepPosition": "1",
            "resumeStepPosition": "7",
            "nextStepPosition": "8",
            "prevStepPosition": "6"
        },
        {
            "position": "8",
            "step_user_role": "employee",
            "stepDescription": "",
            "actions": [
                "approve",
                "reject",
                "revoke"
            ],
            "requires_user_id": "false",
            "is_user_id_dynamic": "true",
            "targetStepPosition": "1",
            "resumeStepPosition": "8",
            "nextStepPosition": "",
            "prevStepPosition": "7"
        }
    ]
}
====================================================================================================

====================================================================================================
[2025-05-30 12:11:56] API REQUEST
IP: 127.0.0.1
Method: POST
URI: /Workflow-Manager/public/index.php/api/workflow/create
User ID: 345412
Headers: {
    "Content-Type": "application\/json",
    "Authorization": "Bearer workflow_engine_ssdg",
    "User-Agent": "PostmanRuntime\/7.44.0",
    "Accept": "*\/*",
    "Cache-Control": "no-cache",
    "Postman-Token": "54e785bc-ef01-41a4-b0dc-9016b8a2c67b",
    "Host": "localhost",
    "Accept-Encoding": "gzip, deflate, br",
    "Connection": "keep-alive",
    "Content-Length": "3313"
}
Content-Type: application/json
Raw Request Body: 
{  
    "user": {
    "employee_id": "345412",
    "role": "employee"
    },
    "parentWorkflowId":"Wf_466",
    "workflowName": "Indent",
    "workflowDescription": " For Indent",
    "workflow_steps": [
        {
        "position": "1",
        "step_user_role": "employee",
        "stepDescription": "",
        "actions": ["submit", "cancel"],
        "requires_user_id": "true",
        "is_user_id_dynamic": "false",
        "targetStepPosition": "",
        "resumeStepPosition": "",
        "nextStepPosition":"2",
        "prevStepPosition":""
        },
        {
        "position": "2",
        "step_user_role": "fla",
        "stepDescription": "",
        "actions": ["approve", "reject", "revoke"],
        "requires_user_id": "true",
        "is_user_id_dynamic": "false",
        "targetStepPosition": "1",
        "resumeStepPosition": "2",
        "nextStepPosition":"3",
        "prevStepPosition":"1"
        },
        {
        "position": "3",
        "step_user_role": "mmg",
        "stepDescription": "",
